Order_id,Product_id,Quantity,Price,Sales_amount,order_id,Order_date,Shiping_date,Due_datw,Customer_id
SO57008,245,1,35,35,SO57008,4/29/2013,5/6/2013,5/11/2013,8868
SO57009,105,1,9,9,SO57009,4/29/2013,5/6/2013,5/11/2013,11542
SO57009,129,1,540,540,SO57009,4/29/2013,5/6/2013,5/11/2013,11542
SO57009,244,1,35,35,SO57009,4/29/2013,5/6/2013,5/11/2013,11542
SO57009,295,1,5,5,SO57009,4/29/2013,5/6/2013,5/11/2013,11542
SO57010,129,1,540,540,SO57010,4/29/2013,5/6/2013,5/11/2013,2260
SO57010,166,1,9,9,SO57010,4/29/2013,5/6/2013,5/11/2013,2260
SO57010,245,1,35,35,SO57010,4/29/2013,5/6/2013,5/11/2013,2260
SO57010,248,1,50,50,SO57010,4/29/2013,5/6/2013,5/11/2013,2260
SO57010,285,1,21,21,SO57010,4/29/2013,5/6/2013,5/11/2013,2260
SO57010,290,1,4,4,SO57010,4/29/2013,5/6/2013,5/11/2013,2260
SO57011,162,1,2384,2384,SO57011,4/29/2013,5/6/2013,5/11/2013,1638
SO57011,245,1,35,35,SO57011,4/29/2013,5/6/2013,5/11/2013,1638
SO57191,133,1,1120,1120,SO57191,4/30/2013,5/7/2013,5/12/2013,12573
SO57191,277,1,54,54,SO57191,4/30/2013,5/7/2013,5/12/2013,12573
SO57192,259,1,2,2,SO57192,4/30/2013,5/7/2013,5/12/2013,184
SO57192,290,1,4,4,SO57192,4/30/2013,5/7/2013,5/12/2013,184
SO57193,174,1,22,22,SO57193,4/30/2013,5/7/2013,5/12/2013,5339
SO57193,246,1,35,35,SO57193,4/30/2013,5/7/2013,5/12/2013,5339
SO57193,275,1,54,54,SO57193,4/30/2013,5/7/2013,5/12/2013,5339
SO57194,234,1,24,24,SO57194,4/30/2013,5/7/2013,5/12/2013,17718
SO57194,295,1,5,5,SO57194,4/30/2013,5/7/2013,5/12/2013,17718
SO57195,272,1,70,70,SO57195,4/30/2013,5/7/2013,5/12/2013,15763
SO57195,294,1,64,64,SO57195,4/30/2013,5/7/2013,5/12/2013,15763
SO57196,246,1,35,35,SO57196,4/30/2013,5/7/2013,5/12/2013,8611
SO57196,288,1,29,29,SO57196,4/30/2013,5/7/2013,5/12/2013,8611
SO57196,291,1,5,5,SO57196,4/30/2013,5/7/2013,5/12/2013,8611
SO57197,105,1,9,9,SO57197,4/30/2013,5/7/2013,5/12/2013,69
SO57197,233,1,24,24,SO57197,4/30/2013,5/7/2013,5/12/2013,69
SO57197,295,1,5,5,SO57197,4/30/2013,5/7/2013,5/12/2013,69
SO57198,277,1,54,54,SO57198,4/30/2013,5/7/2013,5/12/2013,201
SO57199,166,1,9,9,SO57199,4/30/2013,5/7/2013,5/12/2013,620
SO57200,246,1,35,35,SO57200,4/30/2013,5/7/2013,5/12/2013,18074
SO57200,290,1,4,4,SO57200,4/30/2013,5/7/2013,5/12/2013,18074
SO57201,248,1,50,50,SO57201,4/30/2013,5/7/2013,5/12/2013,841
SO57202,259,1,2,2,SO57202,4/30/2013,5/7/2013,5/12/2013,332
SO57203,282,1,25,25,SO57203,4/30/2013,5/7/2013,5/12/2013,9107
SO57204,259,1,2,2,SO57204,4/30/2013,5/7/2013,5/12/2013,15681
SO57204,282,1,25,25,SO57204,4/30/2013,5/7/2013,5/12/2013,15681
SO57204,289,1,5,5,SO57204,4/30/2013,5/7/2013,5/12/2013,15681
SO57205,287,1,33,33,SO57205,4/30/2013,5/7/2013,5/12/2013,2702
SO57205,290,1,4,4,SO57205,4/30/2013,5/7/2013,5/12/2013,2702
SO57206,174,1,22,22,SO57206,4/30/2013,5/7/2013,5/12/2013,1971
SO57206,283,1,30,30,SO57206,4/30/2013,5/7/2013,5/12/2013,1971
SO57206,289,1,5,5,SO57206,4/30/2013,5/7/2013,5/12/2013,1971
SO57207,104,1,10,10,SO57207,4/30/2013,5/7/2013,5/12/2013,4377
SO57207,295,1,5,5,SO57207,4/30/2013,5/7/2013,5/12/2013,4377
SO57208,104,1,10,10,SO57208,4/30/2013,5/7/2013,5/12/2013,10754
SO57208,293,1,64,64,SO57208,4/30/2013,5/7/2013,5/12/2013,10754
SO57208,295,1,5,5,SO57208,4/30/2013,5/7/2013,5/12/2013,10754
SO57209,104,1,10,10,SO57209,4/30/2013,5/7/2013,5/12/2013,5951
SO57209,166,1,9,9,SO57209,4/30/2013,5/7/2013,5/12/2013,5951
SO57209,295,1,5,5,SO57209,4/30/2013,5/7/2013,5/12/2013,5951
SO57210,104,1,10,10,SO57210,4/30/2013,5/7/2013,5/12/2013,9531
SO57210,246,1,35,35,SO57210,4/30/2013,5/7/2013,5/12/2013,9531
SO57210,276,1,54,54,SO57210,4/30/2013,5/7/2013,5/12/2013,9531
SO57210,295,1,5,5,SO57210,4/30/2013,5/7/2013,5/12/2013,9531
SO57211,273,1,70,70,SO57211,4/30/2013,5/7/2013,5/12/2013,16402
SO57212,295,1,5,5,SO57212,4/30/2013,5/7/2013,5/12/2013,16023
SO57213,295,1,5,5,SO57213,4/30/2013,5/7/2013,5/12/2013,15174
SO57214,245,1,35,35,SO57214,4/30/2013,5/7/2013,5/12/2013,10692
SO57214,289,1,5,5,SO57214,4/30/2013,5/7/2013,5/12/2013,10692
SO57215,259,1,2,2,SO57215,4/30/2013,5/7/2013,5/12/2013,3920
SO57215,289,1,5,5,SO57215,4/30/2013,5/7/2013,5/12/2013,3920
SO57216,235,1,24,24,SO57216,4/30/2013,5/7/2013,5/12/2013,15700
SO57216,244,1,35,35,SO57216,4/30/2013,5/7/2013,5/12/2013,15700
SO57216,289,1,5,5,SO57216,4/30/2013,5/7/2013,5/12/2013,15700
SO57217,234,1,24,24,SO57217,4/30/2013,5/7/2013,5/12/2013,5305
SO57217,282,1,25,25,SO57217,4/30/2013,5/7/2013,5/12/2013,5305
SO57218,286,1,25,25,SO57218,4/30/2013,5/7/2013,5/12/2013,8924
SO57219,245,1,35,35,SO57219,4/30/2013,5/7/2013,5/12/2013,12966
SO57219,290,1,4,4,SO57219,4/30/2013,5/7/2013,5/12/2013,12966
SO57220,168,1,8,8,SO57220,4/30/2013,5/7/2013,5/12/2013,12746
SO57220,259,1,2,2,SO57220,4/30/2013,5/7/2013,5/12/2013,12746
SO57220,288,1,29,29,SO57220,4/30/2013,5/7/2013,5/12/2013,12746
SO57220,291,1,5,5,SO57220,4/30/2013,5/7/2013,5/12/2013,12746
SO57221,288,1,29,29,SO57221,4/30/2013,5/7/2013,5/12/2013,18437
SO57222,234,1,24,24,SO57222,4/30/2013,5/7/2013,5/12/2013,15
SO57222,244,1,35,35,SO57222,4/30/2013,5/7/2013,5/12/2013,15
SO57222,284,1,35,35,SO57222,4/30/2013,5/7/2013,5/12/2013,15
SO57222,289,1,5,5,SO57222,4/30/2013,5/7/2013,5/12/2013,15
SO57223,174,1,22,22,SO57223,4/30/2013,5/7/2013,5/12/2013,3091
SO57223,294,1,64,64,SO57223,4/30/2013,5/7/2013,5/12/2013,3091
SO57224,168,1,8,8,SO57224,4/30/2013,5/7/2013,5/12/2013,2188
SO57224,174,1,22,22,SO57224,4/30/2013,5/7/2013,5/12/2013,2188
SO57225,143,1,2443,2443,SO57225,4/30/2013,5/7/2013,5/12/2013,9383
SO57225,259,1,2,2,SO57225,4/30/2013,5/7/2013,5/12/2013,9383
SO57225,287,1,33,33,SO57225,4/30/2013,5/7/2013,5/12/2013,9383
SO57225,290,1,4,4,SO57225,4/30/2013,5/7/2013,5/12/2013,9383
SO57226,104,1,10,10,SO57226,4/30/2013,5/7/2013,5/12/2013,8163
SO57226,108,1,540,540,SO57226,4/30/2013,5/7/2013,5/12/2013,8163
SO57226,166,1,9,9,SO57226,4/30/2013,5/7/2013,5/12/2013,8163
SO57226,295,1,5,5,SO57226,4/30/2013,5/7/2013,5/12/2013,8163
SO57227,125,1,2320,2320,SO57227,4/30/2013,5/7/2013,5/12/2013,3119
SO57227,259,1,2,2,SO57227,4/30/2013,5/7/2013,5/12/2013,3119
SO57228,124,1,2320,2320,SO57228,4/30/2013,5/7/2013,5/12/2013,774
SO57228,174,1,22,22,SO57228,4/30/2013,5/7/2013,5/12/2013,774
SO57228,293,1,64,64,SO57228,4/30/2013,5/7/2013,5/12/2013,774
SO57229,137,1,1701,1701,SO57229,4/30/2013,5/7/2013,5/12/2013,8564
SO57229,277,1,54,54,SO57229,4/30/2013,5/7/2013,5/12/2013,8564
SO57230,129,1,540,540,SO57230,4/30/2013,5/7/2013,5/12/2013,11175
SO57230,233,1,24,24,SO57230,4/30/2013,5/7/2013,5/12/2013,11175
SO57231,126,1,540,540,SO57231,4/30/2013,5/7/2013,5/12/2013,10002
SO57231,246,1,35,35,SO57231,4/30/2013,5/7/2013,5/12/2013,10002
SO57232,105,1,9,9,SO57232,4/30/2013,5/7/2013,5/12/2013,10362
SO57232,128,1,540,540,SO57232,4/30/2013,5/7/2013,5/12/2013,10362
SO57232,295,1,5,5,SO57232,4/30/2013,5/7/2013,5/12/2013,10362
SO57233,140,1,2443,2443,SO57233,4/30/2013,5/7/2013,5/12/2013,8788
SO57233,287,1,33,33,SO57233,4/30/2013,5/7/2013,5/12/2013,8788
SO57234,143,1,2443,2443,SO57234,4/30/2013,5/7/2013,5/12/2013,8790
SO57234,287,1,33,33,SO57234,4/30/2013,5/7/2013,5/12/2013,8790
SO57234,290,1,4,4,SO57234,4/30/2013,5/7/2013,5/12/2013,8790
SO57235,150,1,742,742,SO57235,4/30/2013,5/7/2013,5/12/2013,17872
SO57235,166,1,9,9,SO57235,4/30/2013,5/7/2013,5/12/2013,17872
SO57235,245,1,35,35,SO57235,4/30/2013,5/7/2013,5/12/2013,17872
SO57235,249,1,50,50,SO57235,4/30/2013,5/7/2013,5/12/2013,17872
SO57236,164,1,2384,2384,SO57236,4/30/2013,5/7/2013,5/12/2013,13355
SO57236,288,1,29,29,SO57236,4/30/2013,5/7/2013,5/12/2013,13355
SO57236,291,1,5,5,SO57236,4/30/2013,5/7/2013,5/12/2013,13355
SO57237,128,1,540,540,SO57237,4/30/2013,5/7/2013,5/12/2013,11900
SO57237,246,1,35,35,SO57237,4/30/2013,5/7/2013,5/12/2013,11900
SO57237,285,1,21,21,SO57237,4/30/2013,5/7/2013,5/12/2013,11900
SO57237,290,1,4,4,SO57237,4/30/2013,5/7/2013,5/12/2013,11900
SO57238,133,1,1120,1120,SO57238,4/30/2013,5/7/2013,5/12/2013,9025
SO57238,245,1,35,35,SO57238,4/30/2013,5/7/2013,5/12/2013,9025
SO57239,126,1,540,540,SO57239,4/30/2013,5/7/2013,5/12/2013,15843
SO57240,105,1,9,9,SO57240,4/30/2013,5/7/2013,5/12/2013,239
SO57240,127,1,540,540,SO57240,4/30/2013,5/7/2013,5/12/2013,239
SO57240,166,1,9,9,SO57240,4/30/2013,5/7/2013,5/12/2013,239
SO57240,295,1,5,5,SO57240,4/30/2013,5/7/2013,5/12/2013,239
SO57241,161,1,2384,2384,SO57241,4/30/2013,5/7/2013,5/12/2013,3977
SO57241,246,1,35,35,SO57241,4/30/2013,5/7/2013,5/12/2013,3977
SO57242,104,1,10,10,SO57242,5/1/2013,5/8/2013,5/13/2013,1308
SO57242,122,1,2295,2295,SO57242,5/1/2013,5/8/2013,5/13/2013,1308
SO57242,245,1,35,35,SO57242,5/1/2013,5/8/2013,5/13/2013,1308
SO57242,295,1,5,5,SO57242,5/1/2013,5/8/2013,5/13/2013,1308
SO57243,125,1,2320,2320,SO57243,5/1/2013,5/8/2013,5/13/2013,1302
SO57243,259,1,2,2,SO57243,5/1/2013,5/8/2013,5/13/2013,1302
SO57244,105,1,9,9,SO57244,5/1/2013,5/8/2013,5/13/2013,506
SO57244,166,1,9,9,SO57244,5/1/2013,5/8/2013,5/13/2013,506
SO57244,295,1,5,5,SO57244,5/1/2013,5/8/2013,5/13/2013,506
SO57245,259,1,2,2,SO57245,5/1/2013,5/8/2013,5/13/2013,4641
SO57245,283,1,30,30,SO57245,5/1/2013,5/8/2013,5/13/2013,4641
SO57246,283,1,30,30,SO57246,5/1/2013,5/8/2013,5/13/2013,4435
SO57247,246,1,35,35,SO57247,5/1/2013,5/8/2013,5/13/2013,13471
SO57247,295,1,5,5,SO57247,5/1/2013,5/8/2013,5/13/2013,13471
SO57248,246,1,35,35,SO57248,5/1/2013,5/8/2013,5/13/2013,11949
SO57248,295,1,5,5,SO57248,5/1/2013,5/8/2013,5/13/2013,11949
SO57249,234,1,24,24,SO57249,5/1/2013,5/8/2013,5/13/2013,2964
SO57249,250,1,50,50,SO57249,5/1/2013,5/8/2013,5/13/2013,2964
SO57250,168,1,8,8,SO57250,5/1/2013,5/8/2013,5/13/2013,6480
SO57250,247,1,55,55,SO57250,5/1/2013,5/8/2013,5/13/2013,6480
SO57251,140,1,2443,2443,SO57251,5/1/2013,5/8/2013,5/13/2013,1633
SO57251,287,1,33,33,SO57251,5/1/2013,5/8/2013,5/13/2013,1633
SO57252,117,1,769,769,SO57252,5/1/2013,5/8/2013,5/13/2013,7005
SO57252,249,1,50,50,SO57252,5/1/2013,5/8/2013,5/13/2013,7005
SO57253,246,1,35,35,SO57253,5/1/2013,5/8/2013,5/13/2013,224
SO57254,259,1,2,2,SO57254,5/1/2013,5/8/2013,5/13/2013,505
SO57255,290,1,4,4,SO57255,5/1/2013,5/8/2013,5/13/2013,164
SO57256,259,1,2,2,SO57256,5/1/2013,5/8/2013,5/13/2013,18110
SO57256,290,1,4,4,SO57256,5/1/2013,5/8/2013,5/13/2013,18110
SO57257,281,1,159,159,SO57257,5/1/2013,5/8/2013,5/13/2013,16215
SO57257,286,1,25,25,SO57257,5/1/2013,5/8/2013,5/13/2013,16215
SO57257,290,1,4,4,SO57257,5/1/2013,5/8/2013,5/13/2013,16215
SO57258,291,1,5,5,SO57258,5/1/2013,5/8/2013,5/13/2013,216
SO57259,259,1,2,2,SO57259,5/1/2013,5/8/2013,5/13/2013,14339
SO57259,282,1,25,25,SO57259,5/1/2013,5/8/2013,5/13/2013,14339
SO57260,282,1,25,25,SO57260,5/1/2013,5/8/2013,5/13/2013,186
SO57260,289,1,5,5,SO57260,5/1/2013,5/8/2013,5/13/2013,186
SO57261,259,1,2,2,SO57261,5/1/2013,5/8/2013,5/13/2013,14843
SO57261,282,1,25,25,SO57261,5/1/2013,5/8/2013,5/13/2013,14843
SO57262,259,1,2,2,SO57262,5/1/2013,5/8/2013,5/13/2013,12283
SO57262,283,1,30,30,SO57262,5/1/2013,5/8/2013,5/13/2013,12283
SO57262,289,1,5,5,SO57262,5/1/2013,5/8/2013,5/13/2013,12283
SO57263,244,1,35,35,SO57263,5/1/2013,5/8/2013,5/13/2013,11757
SO57263,283,1,30,30,SO57263,5/1/2013,5/8/2013,5/13/2013,11757
SO57263,289,1,5,5,SO57263,5/1/2013,5/8/2013,5/13/2013,11757
SO57264,287,1,33,33,SO57264,5/1/2013,5/8/2013,5/13/2013,13531
SO57264,290,1,4,4,SO57264,5/1/2013,5/8/2013,5/13/2013,13531
SO57265,259,1,2,2,SO57265,5/1/2013,5/8/2013,5/13/2013,12589
SO57265,283,1,30,30,SO57265,5/1/2013,5/8/2013,5/13/2013,12589
SO57265,289,1,5,5,SO57265,5/1/2013,5/8/2013,5/13/2013,12589
SO57266,104,1,10,10,SO57266,5/1/2013,5/8/2013,5/13/2013,9510
SO57267,104,1,10,10,SO57267,5/1/2013,5/8/2013,5/13/2013,9488
SO57268,273,1,70,70,SO57268,5/1/2013,5/8/2013,5/13/2013,9307
SO57269,295,1,5,5,SO57269,5/1/2013,5/8/2013,5/13/2013,7511
SO57270,274,1,70,70,SO57270,5/1/2013,5/8/2013,5/13/2013,8544
SO57270,292,1,64,64,SO57270,5/1/2013,5/8/2013,5/13/2013,8544
SO57271,174,1,22,22,SO57271,5/1/2013,5/8/2013,5/13/2013,12049
SO57271,235,1,24,24,SO57271,5/1/2013,5/8/2013,5/13/2013,12049
SO57271,289,1,5,5,SO57271,5/1/2013,5/8/2013,5/13/2013,12049
SO57272,245,1,35,35,SO57272,5/1/2013,5/8/2013,5/13/2013,6163
SO57272,295,1,5,5,SO57272,5/1/2013,5/8/2013,5/13/2013,6163
SO57273,289,1,5,5,SO57273,5/1/2013,5/8/2013,5/13/2013,4401
SO57274,235,1,24,24,SO57274,5/1/2013,5/8/2013,5/13/2013,2550
SO57274,273,1,70,70,SO57274,5/1/2013,5/8/2013,5/13/2013,2550
SO57275,289,1,5,5,SO57275,5/1/2013,5/8/2013,5/13/2013,5465
SO57276,245,1,35,35,SO57276,5/1/2013,5/8/2013,5/13/2013,7007
SO57276,290,1,4,4,SO57276,5/1/2013,5/8/2013,5/13/2013,7007
SO57277,259,1,2,2,SO57277,5/1/2013,5/8/2013,5/13/2013,15875
SO57277,285,1,21,21,SO57277,5/1/2013,5/8/2013,5/13/2013,15875
SO57278,246,1,35,35,SO57278,5/1/2013,5/8/2013,5/13/2013,11832
SO57278,295,1,5,5,SO57278,5/1/2013,5/8/2013,5/13/2013,11832
SO57279,259,1,2,2,SO57279,5/1/2013,5/8/2013,5/13/2013,5059
SO57279,291,1,5,5,SO57279,5/1/2013,5/8/2013,5/13/2013,5059
SO57280,291,1,5,5,SO57280,5/1/2013,5/8/2013,5/13/2013,5252
SO57281,284,1,35,35,SO57281,5/1/2013,5/8/2013,5/13/2013,79
SO57282,245,1,35,35,SO57282,5/1/2013,5/8/2013,5/13/2013,1150
SO57282,284,1,35,35,SO57282,5/1/2013,5/8/2013,5/13/2013,1150
SO57282,289,1,5,5,SO57282,5/1/2013,5/8/2013,5/13/2013,1150
SO57283,104,1,10,10,SO57283,5/1/2013,5/8/2013,5/13/2013,2600
SO57283,295,1,5,5,SO57283,5/1/2013,5/8/2013,5/13/2013,2600
SO57284,105,1,9,9,SO57284,5/1/2013,5/8/2013,5/13/2013,353
SO57284,295,1,5,5,SO57284,5/1/2013,5/8/2013,5/13/2013,353
SO57285,104,1,10,10,SO57285,5/1/2013,5/8/2013,5/13/2013,8162
SO57285,106,1,540,540,SO57285,5/1/2013,5/8/2013,5/13/2013,8162
SO57285,168,1,8,8,SO57285,5/1/2013,5/8/2013,5/13/2013,8162
SO57285,174,1,22,22,SO57285,5/1/2013,5/8/2013,5/13/2013,8162
SO57285,295,1,5,5,SO57285,5/1/2013,5/8/2013,5/13/2013,8162
SO57286,119,1,769,769,SO57286,5/1/2013,5/8/2013,5/13/2013,3344
SO57286,273,1,70,70,SO57286,5/1/2013,5/8/2013,5/13/2013,3344
SO57287,104,1,10,10,SO57287,5/1/2013,5/8/2013,5/13/2013,2238
SO57287,125,1,2320,2320,SO57287,5/1/2013,5/8/2013,5/13/2013,2238
SO57287,295,1,5,5,SO57287,5/1/2013,5/8/2013,5/13/2013,2238
SO57288,121,1,2295,2295,SO57288,5/1/2013,5/8/2013,5/13/2013,2278
SO57288,174,1,22,22,SO57288,5/1/2013,5/8/2013,5/13/2013,2278
SO57289,124,1,2320,2320,SO57289,5/1/2013,5/8/2013,5/13/2013,2378
SO57290,121,1,2295,2295,SO57290,5/1/2013,5/8/2013,5/13/2013,2461
SO57291,146,1,742,742,SO57291,5/1/2013,5/8/2013,5/13/2013,1392
SO57291,245,1,35,35,SO57291,5/1/2013,5/8/2013,5/13/2013,1392
SO57292,116,1,769,769,SO57292,5/1/2013,5/8/2013,5/13/2013,3307
SO57292,245,1,35,35,SO57292,5/1/2013,5/8/2013,5/13/2013,3307
SO57292,283,1,30,30,SO57292,5/1/2013,5/8/2013,5/13/2013,3307
SO57292,289,1,5,5,SO57292,5/1/2013,5/8/2013,5/13/2013,3307
SO57293,163,1,2384,2384,SO57293,5/1/2013,5/8/2013,5/13/2013,5
SO57293,244,1,35,35,SO57293,5/1/2013,5/8/2013,5/13/2013,5
SO57294,123,1,2320,2320,SO57294,5/1/2013,5/8/2013,5/13/2013,30
SO57294,245,1,35,35,SO57294,5/1/2013,5/8/2013,5/13/2013,30
SO57294,276,1,54,54,SO57294,5/1/2013,5/8/2013,5/13/2013,30
SO57295,123,1,2320,2320,SO57295,5/1/2013,5/8/2013,5/13/2013,1689
SO57295,174,1,22,22,SO57295,5/1/2013,5/8/2013,5/13/2013,1689
SO57295,246,1,35,35,SO57295,5/1/2013,5/8/2013,5/13/2013,1689
SO57296,160,1,2384,2384,SO57296,5/1/2013,5/8/2013,5/13/2013,14060
SO57296,233,1,24,24,SO57296,5/1/2013,5/8/2013,5/13/2013,14060
SO57296,278,1,54,54,SO57296,5/1/2013,5/8/2013,5/13/2013,14060
SO57297,132,1,1120,1120,SO57297,5/1/2013,5/8/2013,5/13/2013,12778
SO57297,249,1,50,50,SO57297,5/1/2013,5/8/2013,5/13/2013,12778
SO57297,280,1,9,9,SO57297,5/1/2013,5/8/2013,5/13/2013,12778
SO57298,105,1,9,9,SO57298,5/1/2013,5/8/2013,5/13/2013,11588
SO57298,126,1,540,540,SO57298,5/1/2013,5/8/2013,5/13/2013,11588
SO57299,165,1,2384,2384,SO57299,5/1/2013,5/8/2013,5/13/2013,1649
SO57299,233,1,24,24,SO57299,5/1/2013,5/8/2013,5/13/2013,1649
SO57299,288,1,29,29,SO57299,5/1/2013,5/8/2013,5/13/2013,1649
SO57299,291,1,5,5,SO57299,5/1/2013,5/8/2013,5/13/2013,1649
SO57300,165,1,2384,2384,SO57300,5/1/2013,5/8/2013,5/13/2013,4927
SO57300,166,1,9,9,SO57300,5/1/2013,5/8/2013,5/13/2013,4927
SO57300,288,1,29,29,SO57300,5/1/2013,5/8/2013,5/13/2013,4927
SO57300,291,1,5,5,SO57300,5/1/2013,5/8/2013,5/13/2013,4927
SO57301,132,1,1120,1120,SO57301,5/2/2013,5/9/2013,5/14/2013,13915
SO57301,286,1,25,25,SO57301,5/2/2013,5/9/2013,5/14/2013,13915
SO57301,290,1,4,4,SO57301,5/2/2013,5/9/2013,5/14/2013,13915
SO57302,105,1,9,9,SO57302,5/2/2013,5/9/2013,5/14/2013,13917
SO57302,130,1,1120,1120,SO57302,5/2/2013,5/9/2013,5/14/2013,13917
SO57302,244,1,35,35,SO57302,5/2/2013,5/9/2013,5/14/2013,13917
SO57302,295,1,5,5,SO57302,5/2/2013,5/9/2013,5/14/2013,13917
SO57303,131,1,1120,1120,SO57303,5/2/2013,5/9/2013,5/14/2013,13920
SO57303,166,1,9,9,SO57303,5/2/2013,5/9/2013,5/14/2013,13920
SO57303,278,1,54,54,SO57303,5/2/2013,5/9/2013,5/14/2013,13920
SO57303,286,1,25,25,SO57303,5/2/2013,5/9/2013,5/14/2013,13920
SO57303,290,1,4,4,SO57303,5/2/2013,5/9/2013,5/14/2013,13920
SO57304,131,1,1120,1120,SO57304,5/2/2013,5/9/2013,5/14/2013,13921
SO57304,245,1,35,35,SO57304,5/2/2013,5/9/2013,5/14/2013,13921
SO57305,130,1,1120,1120,SO57305,5/2/2013,5/9/2013,5/14/2013,13363
SO57305,168,1,8,8,SO57305,5/2/2013,5/9/2013,5/14/2013,13363
SO57305,286,1,25,25,SO57305,5/2/2013,5/9/2013,5/14/2013,13363
SO57305,290,1,4,4,SO57305,5/2/2013,5/9/2013,5/14/2013,13363
SO57306,134,1,1120,1120,SO57306,5/2/2013,5/9/2013,5/14/2013,13366
SO57306,286,1,25,25,SO57306,5/2/2013,5/9/2013,5/14/2013,13366
SO57306,290,1,4,4,SO57306,5/2/2013,5/9/2013,5/14/2013,13366
SO57307,104,1,10,10,SO57307,5/2/2013,5/9/2013,5/14/2013,1227
SO57307,122,1,2295,2295,SO57307,5/2/2013,5/9/2013,5/14/2013,1227
SO57307,166,1,9,9,SO57307,5/2/2013,5/9/2013,5/14/2013,1227
SO57307,295,1,5,5,SO57307,5/2/2013,5/9/2013,5/14/2013,1227
SO57308,168,1,8,8,SO57308,5/2/2013,5/9/2013,5/14/2013,531
SO57309,259,1,2,2,SO57309,5/2/2013,5/9/2013,5/14/2013,3069
SO57309,282,1,25,25,SO57309,5/2/2013,5/9/2013,5/14/2013,3069
SO57310,104,1,10,10,SO57310,5/2/2013,5/9/2013,5/14/2013,4829
SO57310,283,1,30,30,SO57310,5/2/2013,5/9/2013,5/14/2013,4829
SO57310,289,1,5,5,SO57310,5/2/2013,5/9/2013,5/14/2013,4829
SO57310,295,1,5,5,SO57310,5/2/2013,5/9/2013,5/14/2013,4829
SO57311,285,1,21,21,SO57311,5/2/2013,5/9/2013,5/14/2013,14032
SO57311,290,1,4,4,SO57311,5/2/2013,5/9/2013,5/14/2013,14032
SO57312,234,1,24,24,SO57312,5/2/2013,5/9/2013,5/14/2013,15159
SO57312,273,1,70,70,SO57312,5/2/2013,5/9/2013,5/14/2013,15159
SO57313,274,1,70,70,SO57313,5/2/2013,5/9/2013,5/14/2013,2156
SO57313,292,1,64,64,SO57313,5/2/2013,5/9/2013,5/14/2013,2156
SO57314,140,1,2443,2443,SO57314,5/2/2013,5/9/2013,5/14/2013,5412
SO57314,244,1,35,35,SO57314,5/2/2013,5/9/2013,5/14/2013,5412
SO57315,105,1,9,9,SO57315,5/2/2013,5/9/2013,5/14/2013,12926
SO57315,141,1,2443,2443,SO57315,5/2/2013,5/9/2013,5/14/2013,12926
SO57315,295,1,5,5,SO57315,5/2/2013,5/9/2013,5/14/2013,12926
SO57316,275,1,54,54,SO57316,5/2/2013,5/9/2013,5/14/2013,726
SO57317,166,1,9,9,SO57317,5/2/2013,5/9/2013,5/14/2013,1093
SO57318,249,1,50,50,SO57318,5/2/2013,5/9/2013,5/14/2013,520
SO57319,244,1,35,35,SO57319,5/2/2013,5/9/2013,5/14/2013,201
SO57319,285,1,21,21,SO57319,5/2/2013,5/9/2013,5/14/2013,201
SO57319,290,1,4,4,SO57319,5/2/2013,5/9/2013,5/14/2013,201
SO57320,244,1,35,35,SO57320,5/2/2013,5/9/2013,5/14/2013,16195
SO57320,279,1,9,9,SO57320,5/2/2013,5/9/2013,5/14/2013,16195
SO57320,288,1,29,29,SO57320,5/2/2013,5/9/2013,5/14/2013,16195
SO57320,291,1,5,5,SO57320,5/2/2013,5/9/2013,5/14/2013,16195
SO57321,259,1,2,2,SO57321,5/2/2013,5/9/2013,5/14/2013,16073
SO57321,288,1,29,29,SO57321,5/2/2013,5/9/2013,5/14/2013,16073
SO57322,288,1,29,29,SO57322,5/2/2013,5/9/2013,5/14/2013,15698
SO57323,259,1,2,2,SO57323,5/2/2013,5/9/2013,5/14/2013,332
SO57323,287,1,33,33,SO57323,5/2/2013,5/9/2013,5/14/2013,332
SO57324,244,1,35,35,SO57324,5/2/2013,5/9/2013,5/14/2013,620
SO57324,282,1,25,25,SO57324,5/2/2013,5/9/2013,5/14/2013,620
SO57324,289,1,5,5,SO57324,5/2/2013,5/9/2013,5/14/2013,620
SO57325,283,1,30,30,SO57325,5/2/2013,5/9/2013,5/14/2013,11736
SO57325,289,1,5,5,SO57325,5/2/2013,5/9/2013,5/14/2013,11736
SO57326,283,1,30,30,SO57326,5/2/2013,5/9/2013,5/14/2013,12513
SO57327,287,1,33,33,SO57327,5/2/2013,5/9/2013,5/14/2013,13630
SO57327,290,1,4,4,SO57327,5/2/2013,5/9/2013,5/14/2013,13630
SO57327,292,1,64,64,SO57327,5/2/2013,5/9/2013,5/14/2013,13630
SO57328,104,1,10,10,SO57328,5/2/2013,5/9/2013,5/14/2013,10777
SO57328,166,1,9,9,SO57328,5/2/2013,5/9/2013,5/14/2013,10777
SO57328,295,1,5,5,SO57328,5/2/2013,5/9/2013,5/14/2013,10777
SO57329,274,1,70,70,SO57329,5/2/2013,5/9/2013,5/14/2013,8733
SO57329,280,1,9,9,SO57329,5/2/2013,5/9/2013,5/14/2013,8733
SO57330,274,1,70,70,SO57330,5/2/2013,5/9/2013,5/14/2013,8245
